-26,-2,279,279,-12,-198,-34,47,-10,5
-26,-2,279,279,-12,-198,-33,42,-11,10
-20,7,280,279,-12,-198,-24,14,-8,33
-22,7,276,279,-12,-198,-39,51,5,33
-21,10,280,279,-23,-194,-55,66,9,33
-21,8,271,272,-22,-184,-21,15,7,32
-14,10,275,272,-22,-184,-16,31,8,33
-22,8,271,281,-20,-193,-43,31,7,32
-19,7,279,281,-20,-193,-29,35,12,34
-16,7,274,279,-19,-196,-25,42,16,33
-21,2,274,279,-19,-196,-55,76,28,34
-20,10,277,283,-18,-194,-41,94,35,34
-19,9,274,279,-19,-198,-40,48,33,34
-15,8,267,279,-19,-198,-60,29,38,32
-18,8,267,277,-18,-181,-48,18,38,34
-15,7,271,277,-18,-181,-63,39,24,34
-18,4,270,279,-20,-189,-11,3,-13,33
-21,9,269,279,-20,-189,-33,-42,-8,35
-26,6,268,284,-18,-212,-82,46,30,33
-23,10,283,283,-26,-194,-57,63,27,35
-22,11,278,283,-26,-194,-57,64,14,34
-19,10,284,286,-25,-190,-51,48,2,33
-20,12,277,286,-25,-190,2,53,-3,32
-23,13,271,281,-19,-196,-29,50,4,33
-16,7,274,275,-21,-189,-27,43,-7,34
-19,11,268,275,-21,-189,15,49,-35,34
-16,11,263,272,-17,-181,45,18,-56,35
-17,12,275,272,-17,-181,-35,91,-16,35
-19,10,267,275,-20,-193,-31,70,-15,36
-17,11,279,279,-23,-197,-13,80,-9,35
-21,9,275,279,-23,-197,-57,100,1,33
-15,7,270,277,-23,-196,-46,122,9,33
-19,6,279,277,-23,-196,-58,59,10,32
-19,9,276,272,-24,-191,-72,31,17,34
-14,14,271,272,-24,-191,-51,-62,10,35
-18,15,276,275,-23,-193,-72,-81,14,36
-16,7,274,280,-19,-196,-55,-29,21,35
-17,9,273,280,-19,-196,-47,-39,3,33
-21,7,275,279,-15,-201,-43,-73,-2,35
-22,11,276,279,-15,-201,-33,-50,-10,36
-16,11,272,276,-14,-181,-21,-24,-36,37
-24,8,269,276,-9,-196,-25,-9,-31,33
-25,15,275,276,-9,-196,-33,-44,-13,34
-20,14,260,286,-18,-205,-58,-69,-6,36
-28,8,279,286,-18,-205,-54,-168,3,34
-30,14,277,288,-12,-212,-44,-269,3,36
-40,10,275,277,-9,-198,-37,-229,-3,35
-34,7,273,277,-9,-198,-24,-236,-13,35
-48,10,280,287,-12,-208,-27,-183,-9,37
-42,14,273,275,6,-201,-61,-141,-3,34
-45,9,269,275,6,-201,-52,-100,-3,34
-50,11,270,278,3,-201,-28,-191,-3,34
-46,11,273,278,3,-201,-71,-208,8,34
-49,13,267,276,2,-190,-74,-183,25,34
-52,14,281,276,2,-190,-71,-332,25,33
-59,7,273,284,8,-207,17,-443,-4,33
-59,11,260,278,19,-200,-50,-356,16,35
-71,12,277,278,19,-200,-64,-366,21,36
-63,16,261,276,25,-194,-24,-363,-8,35
-76,16,262,276,25,-194,-22,-350,-23,37
-82,11,266,276,26,-186,-2,-371,-23,36
-90,7,265,276,27,-188,-44,-301,3,33
-102,7,267,276,27,-188,-106,-225,23,37
-98,9,267,272,37,-184,-105,-344,41,35
-95,11,254,272,44,-173,-22,-324,0,34
-101,14,246,272,44,-173,-13,-266,-19,37
-111,10,262,280,50,-184,-20,-301,-23,36
-109,13,251,280,50,-184,-17,-357,-35,37
-115,10,251,276,50,-182,1,-357,-26,34
-133,4,263,271,61,-184,-2,-385,-31,35
-125,13,249,271,61,-184,-35,-395,-23,38
-132,13,237,276,66,-182,-28,-386,-30,37
-139,13,242,271,72,-177,-5,-314,-35,37
-148,13,233,271,72,-177,-22,-252,-27,38
-138,12,239,273,80,-181,-41,-210,-21,37
-144,21,237,273,80,-181,-40,-221,-34,38
-149,14,237,271,79,-176,-3,-257,-25,36
-155,20,230,271,87,-176,-28,-286,-7,37
-147,19,223,271,87,-176,-29,-142,-19,38
-163,17,227,270,93,-178,-34,-138,-29,37
-164,14,236,269,88,-174,-97,-272,-8,37
-160,17,236,269,88,-174,-63,-399,-22,37
-163,20,217,273,99,-168,11,-428,-44,36
-183,16,219,268,99,-162,-19,-425,-12,38
-182,14,224,268,99,-162,22,-472,-15,36
-182,19,212,269,109,-163,44,-462,-35,38
-188,14,197,269,109,-163,3,-451,-16,37
-189,10,201,269,123,-164,-73,-317,137,38
-202,23,197,268,122,-153,-103,-183,39,39
-197,21,197,268,122,-153,-20,-207,-32,38
-201,17,198,278,122,-164,-41,-255,-25,38
-197,14,190,263,130,-145,3,-241,-48,37
-207,22,193,263,130,-145,12,-264,-53,37
-213,22,180,269,131,-145,11,-302,-77,38
-224,11,172,266,135,-145,-38,-328,-69,39
-221,24,182,266,135,-145,140,-375,-67,38
-227,23,175,271,139,-153,13,-325,-35,38
-228,22,171,256,150,-122,25,-315,-36,38
-227,25,163,256,150,-122,52,-350,-46,36
-234,35,167,263,156,-137,53,-337,-74,37
-232,28,152,263,156,-137,21,-315,-82,36
-232,31,161,263,156,-128,55,-409,-78,37
-247,29,152,255,160,-125,54,-504,-59,37
-241,29,139,255,160,-125,-45,-569,-15,38
-242,35,131,254,176,-124,11,-617,24,37
-255,32,130,251,172,-99,-28,-612,54,36
-258,27,119,251,172,-99,-112,-593,80,37
-255,37,112,264,168,-116,-82,-616,63,38
-252,32,104,251,181,-87,-62,-583,21,36
-267,28,97,251,181,-87,-63,-613,8,35
-260,28,90,255,190,-84,-67,-668,-18,37
-270,30,82,255,190,-84,11,-747,-57,35
-270,36,64,264,184,-80,70,-768,-108,37
-266,34,60,248,195,-44,-26,-714,-75,36
-281,31,50,248,195,-44,-17,-656,-53,37
-273,34,34,255,196,-48,-31,-598,-17,37
-282,29,40,255,206,-44,-93,-639,-6,35
-274,40,24,255,206,-44,-55,-519,-20,37
-276,33,10,251,207,-33,-29,-427,8,34
-273,41,11,251,207,-33,-75,-364,30,35
-278,25,0,254,199,-24,-102,-314,54,35
-279,37,-11,254,206,-20,-117,-154,110,37
-268,33,-8,254,206,-20,-52,-18,97,35
-272,34,-8,254,201,-16,-81,139,152,35
-280,33,-2,254,201,-16,-69,241,122,36
-282,29,2,249,195,-3,-82,378,114,34
-277,29,6,249,193,-2,-74,445,100,33
-275,23,4,249,193,-2,-81,514,96,33
-275,21,7,263,193,-30,-63,563,117,34
-280,21,36,263,193,-30,-34,623,96,35
-281,27,36,261,189,-34,-7,594,45,32
-254,22,39,256,184,-34,-47,602,72,34
-276,28,48,256,184,-34,-26,638,28,34
-265,17,69,259,182,-49,-19,611,-1,34
-276,21,63,259,182,-49,-10,667,25,35
-273,19,70,265,188,-66,-2,739,24,33
-256,24,79,261,176,-67,-3,716,2,33
-275,19,89,261,176,-67,-29,745,20,34
-263,19,86,265,174,-81,-54,773,29,35
-260,23,107,265,174,-81,-35,791,30,36
-259,20,119,270,170,-94,-46,838,36,34
-253,27,106,270,170,-94,-77,791,19,35
-255,19,131,261,167,-110,-67,816,9,35
-245,24,145,267,166,-116,-111,836,21,38
-236,20,154,267,166,-116,-143,865,47,38
-235,23,156,269,149,-123,-183,899,32,37
-216,20,170,265,138,-126,-232,958,54,38
-224,14,181,265,138,-126,-192,1040,47,38
-206,12,195,271,131,-136,-103,1098,40,39
-202,18,192,273,119,-153,-56,1063,7,37
-195,12,209,273,119,-153,-110,1044,-24,39
-181,10,217,271,110,-163,-41,919,-53,38
-167,15,219,275,100,-168,-58,879,-48,38
-164,12,244,275,100,-168,-73,813,-30,37
-148,14,226,273,89,-174,-75,746,3,35
-135,13,236,273,89,-174,-99,755,17,35
-137,11,232,267,84,-172,-84,741,30,36
-119,12,240,270,76,-180,-53,757,45,36
-113,17,247,270,76,-180,-10,750,13,35
-111,13,253,279,58,-196,59,653,-29,36
-104,15,254,279,58,-196,-2,626,-9,34
-88,16,249,270,51,-190,91,591,-51,34
-93,13,265,269,46,-193,-45,469,-33,35
-86,17,263,269,46,-193,16,460,-6,33
-85,11,265,269,41,-198,-66,585,33,35
-76,18,268,269,41,-198,-136,638,70,35
-70,12,284,270,21,-187,-93,512,54,35
-72,20,266,270,17,-188,-106,567,31,35
-57,14,258,270,17,-188,-87,586,38,35
-48,15,265,271,11,-195,80,477,-13,35
-46,15,272,271,11,-195,23,442,-33,34
-40,17,277,270,4,-201,-133,398,7,33
-36,18,275,270,5,-199,-38,416,33,32
-31,13,271,270,5,-199,-28,518,43,34
-31,16,274,269,-1,-196,-42,499,65,34
-23,12,273,269,-1,-196,-40,532,58,35
-17,16,277,273,-12,-195,20,516,29,35
-16,11,277,269,-20,-195,-17,388,-20,36
-8,16,267,269,-20,-195,36,451,25,34
-5,13,285,271,-23,-202,-116,452,50,35
-1,18,266,271,-23,-202,-134,364,53,36
11,17,266,267,-33,-199,6,419,71,31
18,13,278,268,-43,-187,-147,537,63,34
32,12,275,268,-43,-187,-81,536,78,35
41,10,260,271,-50,-190,68,699,24,33
48,11,270,271,-50,-190,6,759,8,32
44,11,268,267,-55,-180,47,609,-21,34
53,18,263,267,-55,-180,63,503,-49,35
62,15,263,269,-67,-188,-5,519,-27,34
69,16,271,269,-77,-189,-175,575,51,35
74,15,263,269,-77,-189,-258,656,120,37
68,13,247,267,-84,-183,-82,469,41,33
91,13,254,267,-84,-183,-218,390,23,35
93,16,243,265,-83,-165,-199,441,66,34
93,7,247,271,-87,-174,-155,569,26,34
99,7,241,271,-87,-174,-96,464,36,34
118,9,244,271,-100,-164,55,250,56,34
114,-1,256,271,-100,-164,-73,324,214,38
105,15,235,272,-105,-163,20,188,24,35
116,14,251,271,-110,-165,-316,229,-18,39
112,-1,240,271,-110,-165,-526,233,46,38
114,-1,246,271,-111,-158,-371,468,61,37
123,-9,246,272,-113,-135,-175,639,107,39
132,-6,231,272,-113,-135,-234,675,70,38
148,-14,224,279,-122,-144,-46,803,121,38
141,-3,219,279,-139,-137,148,701,96,37
161,2,219,279,-139,-137,82,657,80,34
156,-1,212,280,-138,-130,113,649,53,37
164,11,205,280,-138,-130,15,539,1,35
170,6,197,283,-148,-135,-101,541,-36,37
180,-4,197,276,-147,-109,-90,565,17,36
173,-4,186,276,-147,-109,-184,715,63,36
177,-4,174,270,-149,-107,-165,713,95,37
196,1,178,284,-167,-101,-94,587,94,35
198,7,182,284,-167,-101,-107,656,7,35
194,3,169,274,-168,-88,-96,633,15,35
217,-4,181,274,-168,-88,-81,584,-4,35
204,2,148,278,-165,-87,-34,563,26,35
209,-3,148,286,-180,-85,-58,495,39,36
219,-3,154,286,-180,-85,-26,610,119,36
220,6,132,274,-175,-72,71,592,55,34
221,1,131,274,-175,-72,-176,605,-25,36
236,2,121,277,-178,-62,-175,624,-12,37
229,-2,105,278,-179,-53,-62,720,9,35
235,-3,108,278,-179,-53,18,698,29,33
231,5,99,276,-178,-43,10,678,35,32
243,2,97,276,-178,-43,-96,721,4,32
240,2,87,273,-179,-42,-35,721,1,33
241,3,81,265,-180,-15,-41,610,-17,34
244,-11,81,265,-180,-15,-104,668,43,37
239,-2,69,276,-181,-22,-45,609,43,35
239,-2,58,276,-181,-22,-19,529,65,34
248,1,48,278,-184,-8,-84,608,77,33
249,5,45,268,-182,3,-49,664,63,30
267,4,40,268,-182,3,-53,633,67,32
252,0,33,271,-188,5,24,691,79,30
251,6,25,271,-188,5,1,752,79,30
245,3,18,266,-184,22,-52,809,57,32
252,0,7,266,-184,22,22,826,95,30
255,9,4,267,-179,36,68,792,73,29
248,5,-5,267,-179,36,4,728,0,30
249,4,-14,269,-180,32,-38,541,2,32
240,7,-16,269,-180,32,-3,226,28,33
259,9,-18,267,-177,36,-14,-188,35,34
272,6,-20,269,-188,37,-36,-560,-12,35
242,9,-7,269,-188,37,-95,-910,-85,34
258,-1,0,271,-185,24,-161,-992,-110,35
249,-3,17,271,-185,24,-66,-1017,-60,37
255,-1,33,271,-188,5,-114,-1034,-87,36
249,-12,47,273,-178,-2,-76,-917,-39,36
243,3,53,273,-178,-2,-86,-836,-67,35
244,0,70,272,-178,-16,-230,-838,-115,37
252,-18,80,272,-178,-16,-226,-698,-72,39
233,-9,90,275,-184,-27,-86,-765,-69,37
230,-7,97,275,-179,-29,-187,-700,-125,38
236,-18,108,275,-179,-29,-146,-627,-96,40
225,-4,112,281,-180,-40,-112,-627,-118,39
233,-23,129,283,-173,-52,-120,-628,-84,39
219,-24,138,283,-173,-52,-47,-659,-44,39
219,-22,139,277,-173,-56,-89,-756,-105,39
204,-24,151,283,-163,-67,-28,-739,-61,38
204,-26,161,283,-163,-67,-75,-721,-76,39
195,-30,175,283,-164,-75,-69,-806,-93,38
187,-34,177,287,-155,-87,11,-763,-108,39
178,-39,180,287,-155,-87,22,-748,-60,38
172,-25,186,284,-146,-92,-11,-789,-84,38
155,-40,222,286,-137,-106,-24,-717,-72,40
158,-28,206,286,-137,-106,-42,-678,-72,40
159,-31,217,283,-136,-111,-52,-747,-122,40
154,-45,220,289,-125,-116,-40,-764,-132,41
136,-34,242,289,-125,-116,15,-712,-109,40
121,-38,232,287,-118,-130,137,-801,-96,39
124,-29,233,287,-107,-142,99,-801,-82,39
105,-32,243,287,-107,-142,87,-724,-70,39
92,-23,247,287,-101,-144,60,-660,-51,37
85,-29,263,287,-91,-149,15,-581,-56,37
85,-29,251,287,-91,-149,108,-552,-58,37
67,-15,265,286,-80,-160,85,-607,-85,37
54,-19,265,287,-71,-166,95,-544,-65,37
48,-11,257,287,-71,-166,262,-570,-50,37
41,-5,264,280,-62,-166,185,-528,-68,37
34,-2,264,284,-45,-198,157,-445,-82,36
36,1,267,284,-45,-198,158,-385,-63,35
31,0,273,274,-47,-184,83,-302,-45,35
21,2,278,274,-47,-184,73,-295,-72,34
30,8,281,278,-43,-178,230,-446,-120,37
2,6,275,270,-38,-187,77,-362,-86,33
-1,10,273,270,-38,-187,90,-433,-83,35
-7,16,261,271,-22,-194,197,-470,-89,36
-19,10,275,271,-22,-194,-11,-301,-47,36
-14,10,277,271,-17,-195,-17,-274,-27,37
-9,19,265,262,-11,-181,33,-325,-61,35
-25,14,272,262,-11,-181,17,-202,-46,37
-31,12,275,269,-9,-194,-64,-70,-4,35
-24,16,270,269,-9,-194,-22,-87,-19,35
-31,13,275,272,1,-200,-234,-32,-7,35
-22,13,279,271,-3,-193,-479,170,30,35
-22,14,268,271,-3,-193,-134,4,35,34
-28,14,261,273,-8,-189,-165,83,29,35
-25,6,271,273,-8,-189,-147,98,21,33
-19,5,278,275,-6,-190,44,12,-63,32
-16,7,272,275,-4,-188,177,11,-148,33
-28,9,275,275,-4,-188,39,137,-201,35
-23,8,274,284,-6,-191,12,200,-260,34
-28,13,265,284,-6,-191,194,117,-326,37
-28,17,269,271,0,-200,232,126,-357,36
-28,21,270,263,9,-202,192,123,-384,35
-25,19,269,263,9,-202,66,155,-373,35
-17,19,278,260,10,-190,-8,181,-358,35
-7,20,273,260,10,-190,-73,53,-369,35
-16,18,263,273,11,-199,21,-178,-415,37
-23,19,277,265,26,-195,171,-144,-534,37
-22,16,291,265,26,-195,268,-92,-609,37
-23,35,260,258,32,-200,297,-215,-578,37
-20,23,278,249,45,-208,-12,-196,-528,38
-28,34,266,249,45,-208,-98,-155,-550,37
-34,22,277,249,56,-202,-126,-110,-566,37
-31,30,271,249,65,-200,-179,8,-426,35
-26,25,272,255,65,-200,-155,37,-502,35
-34,29,272,237,75,-196,-102,67,-474,36
-22,27,269,237,75,-196,-22,99,-512,36
-28,21,272,242,77,-202,56,-28,-548,35
-25,25,260,232,91,-186,-49,178,-645,37
-18,24,271,232,91,-186,-76,195,-685,36
-18,23,278,224,100,-188,204,-91,-811,37
-16,28,269,224,100,-188,263,-75,-868,38
-14,32,273,212,112,-206,69,-18,-756,36
-23,28,275,211,124,-212,21,-153,-737,38
-27,45,268,211,124,-212,-127,123,-691,39
-20,25,276,215,124,-218,-143,97,-653,37
-18,42,253,191,138,-212,-65,-76,-575,38
-26,41,269,191,138,-212,-219,31,-570,37
-16,26,275,186,137,-200,-92,-185,-690,38
-19,35,250,182,155,-210,-123,-272,-539,40
-21,28,273,182,155,-210,-219,-235,-630,39
-25,35,276,177,166,-200,-107,-332,-685,40
-37,44,275,171,173,-193,-163,-183,-617,40
-37,24,271,171,173,-193,-149,-47,-633,38
-35,28,272,158,184,-188,-197,-17,-597,39
-35,28,265,154,192,-188,-202,21,-589,38
-34,21,268,154,192,-188,-184,101,-641,38
-26,31,270,141,196,-187,-185,124,-718,39
-39,26,277,131,194,-167,-190,200,-733,39
-26,17,271,131,194,-167,-262,280,-786,38
-17,21,270,125,194,-190,-333,266,-834,39
-14,18,281,117,196,-198,-126,77,-922,37
-9,20,261,117,196,-198,-112,-25,-675,37
-20,17,282,107,201,-189,-130,58,-489,38
-24,13,265,107,201,-189,-196,125,-525,38
-7,10,254,90,197,-211,-153,21,-501,36
-16,11,276,91,199,-189,-237,8,-483,36
-26,6,271,91,199,-189,-152,-129,-530,37
-16,4,265,84,206,-192,-135,-198,-554,38
-27,6,280,77,208,-186,-92,-158,-597,36
-24,9,270,77,208,-186,-2,-134,-528,36
-28,8,271,65,217,-184,-61,-82,-370,35
-35,9,275,65,217,-184,-41,-11,-370,34
-25,-4,276,65,217,-184,-97,118,-195,37
-13,10,272,54,216,-184,-155,169,45,35
-25,5,279,54,216,-184,-64,213,210,35
-20,-6,268,53,207,-172,-43,76,374,35
-20,-1,274,68,207,-180,-4,-133,520,35
-29,14,263,68,207,-180,72,-21,565,35
-20,28,284,71,210,-180,367,-50,475,35
-32,6,260,71,210,-180,101,92,639,34
-22,17,271,79,216,-180,-269,62,870,35
-28,10,274,105,202,-188,-191,81,886,36
-29,6,279,105,202,-188,-157,112,903,37
-33,4,270,111,199,-173,-89,150,915,34
-26,-8,259,111,199,-173,-121,-20,897,37
-29,6,280,131,201,-176,-107,-84,771,36
-24,5,271,137,198,-165,-88,82,749,34
-25,-3,285,137,198,-165,-71,36,752,36
-26,-7,262,153,192,-172,-93,20,707,35
-34,2,272,153,192,-172,-158,80,781,36
-25,-12,266,166,182,-170,-139,-19,811,39
-26,-9,278,194,171,-188,97,-47,771,35
-42,-15,275,194,171,-188,58,-6,697,36
-19,6,275,191,171,-170,103,-58,774,35
-28,1,264,209,162,-190,70,8,820,33
-33,2,283,209,162,-190,-54,9,776,33
-26,-19,258,207,157,-184,214,-51,567,38
-25,14,266,207,157,-184,204,92,689,35
-24,7,264,214,151,-184,-49,355,700,34
-24,2,275,221,144,-188,-57,215,590,36
-24,12,265,221,144,-188,49,96,610,34
-21,11,270,223,134,-188,112,-12,608,37
-24,-2,266,223,134,-188,59,-81,665,36
-34,8,276,238,114,-198,16,-189,710,35
-22,16,266,242,114,-184,26,-137,806,37
