-26,-18,278,308,-8,-139,-42,39,6,5
-25,-9,281,308,-8,-139,-41,39,7,5
-19,-6,275,308,-8,-139,-41,41,8,32
-22,-5,281,308,-8,-139,-43,39,8,32
-23,-9,273,311,-11,-133,-41,41,9,32
-23,-10,268,311,-11,-133,-42,40,8,35
-21,-12,272,308,-15,-131,-41,40,7,34
-23,-12,272,311,-7,-133,-41,40,7,34
-22,-18,275,311,-7,-133,-40,40,8,34
-25,-7,269,301,-6,-129,-41,39,6,32
-22,-7,276,301,-6,-129,-41,39,8,33
-19,-7,266,311,-9,-134,-40,40,8,31
-19,-2,273,311,-9,-134,-41,40,8,32
-16,-9,275,304,-10,-138,-42,39,7,33
-29,-14,281,309,-6,-140,-40,39,7,34
-23,-7,273,309,-6,-140,-40,39,7,32
-23,-12,275,308,-6,-140,-42,39,7,34
-18,-15,270,308,-6,-140,-41,39,7,34
-22,-13,269,311,-10,-134,-40,38,8,34
-20,-10,269,311,-10,-134,-42,39,9,34
-20,-7,269,307,-4,-134,-41,40,9,31
-19,-16,260,306,-8,-138,-41,40,9,34
-21,-3,274,306,-8,-138,-41,39,8,32
-21,-11,273,308,-3,-138,-41,38,7,34
-19,-13,272,308,-3,-138,-42,39,9,33
-24,-9,273,311,-7,-140,-41,39,9,32
-23,-9,271,311,-7,-140,-42,39,7,33
-17,-8,268,312,3,-135,-40,40,8,30
-19,-12,269,316,-8,-133,-40,39,7,34
-24,-3,275,316,-8,-133,-41,39,7,32
-29,-8,286,314,-6,-137,-41,40,8,33
-20,-6,278,314,-6,-137,-42,39,7,32
-18,-8,267,311,-8,-138,-40,39,7,33
-24,-9,267,311,-8,-138,-41,39,8,31
-19,-15,279,310,-7,-138,-41,40,8,33
-23,-5,275,309,-7,-138,-41,40,8,33
-19,-9,265,309,-7,-138,-41,39,8,32
-19,-7,281,312,-12,-130,-41,40,8,34
-22,-5,272,312,-12,-130,-43,41,7,33
-22,-4,275,307,-9,-135,-41,39,8,33
-21,-12,273,307,-9,-135,-40,40,9,33
-18,-6,273,308,-11,-132,-42,39,8,33
-15,-1,265,314,-10,-132,-40,39,8,32
-15,-8,277,314,-10,-132,-40,40,8,34
-23,-4,268,314,-8,-132,-41,39,9,33
-23,-8,275,314,-8,-132,-40,40,7,32
-21,-9,279,310,-9,-133,-40,38,7,33
-22,-6,273,310,-9,-133,-42,39,9,32
-24,-9,274,312,-10,-136,-41,39,7,33
-18,-9,276,310,-14,-135,-43,40,7,32
-17,-9,270,310,-14,-135,-41,39,8,34
-22,-8,271,310,-9,-136,-41,40,9,32
-20,-5,280,310,-9,-136,-40,40,7,33
-20,-15,275,313,-11,-137,-41,38,7,35
-22,-4,279,313,-11,-137,-40,41,7,33
-17,-7,271,312,-5,-140,-40,40,8,33
-23,-2,269,306,-8,-140,-41,40,9,31
-15,-11,268,306,-8,-140,-42,38,8,33
-22,-4,273,310,-14,-130,-42,39,7,33
-22,-5,279,310,-14,-130,-43,40,7,34
-19,-3,272,313,-8,-136,-42,40,8,32
-21,-23,275,313,-8,-136,-41,39,7,34
-21,-18,274,313,-10,-133,-40,38,7,35
-24,-5,274,309,-8,-140,-41,38,8,32
-22,-13,274,309,-8,-140,-41,38,6,33
-24,-2,272,309,-12,-137,-42,40,7,32
-15,-13,268,309,-12,-137,-42,40,9,35
-21,-4,272,308,-13,-134,-40,41,7,33
-21,-1,276,308,-13,-134,-40,41,7,34
-23,-8,269,309,-1,-140,-40,41,8,32
-21,-15,264,313,-8,-132,-41,39,7,33
-22,-15,276,313,-8,-132,-41,38,10,35
-16,-4,268,310,-4,-136,-41,40,8,31
-18,-11,278,310,-4,-136,-42,39,7,33
-25,-1,266,311,-8,-140,-41,40,9,32
-20,0,262,311,-8,-140,-41,39,8,32
-18,-7,274,311,-4,-130,-41,40,7,32
-19,-16,276,307,-4,-130,-42,39,7,34
-23,-6,272,307,-4,-130,-42,39,7,32
-24,-14,281,307,-6,-133,-41,39,8,32
-25,-6,268,307,-6,-133,-41,40,7,32
-21,-18,282,311,-8,-131,-40,39,8,33
-20,-10,270,311,-8,-131,-42,39,9,34
-20,-8,273,306,-7,-134,-42,40,7,32
-18,-10,269,306,-4,-141,-41,40,8,34
-20,-8,284,306,-4,-141,-41,39,7,32
-20,-5,270,319,-15,-144,-41,40,7,34
-17,-10,273,319,-15,-144,-40,40,7,33
-21,-7,269,303,-6,-130,-41,40,8,31
-19,-14,274,303,-6,-130,-42,38,9,34
-20,-18,270,307,-6,-131,-42,40,8,33
-16,-6,273,302,-9,-130,-41,39,8,33
-21,-5,279,302,-9,-130,-41,39,7,32
-25,-9,281,317,-6,-134,-41,40,7,33
-19,-13,276,317,-6,-134,-40,40,7,32
-17,-7,270,310,-9,-134,-42,40,7,32
-22,-12,278,310,-9,-134,-40,39,8,33
-20,-7,266,311,-8,-134,-41,39,6,32
-21,-20,267,310,-9,-138,-41,39,7,34
-24,-8,273,310,-9,-138,-41,38,7,32
-19,-6,272,313,-7,-139,-42,40,8,33
-16,-11,268,313,-7,-139,-42,40,7,33
-21,-10,265,311,-10,-134,-42,40,7,34
-22,-3,274,311,-10,-134,-42,39,8,32
-23,-7,277,307,-8,-125,-42,39,9,33
-24,-15,264,311,-5,-138,-40,41,7,33
-22,-6,275,311,-5,-138,-41,40,7,32
-19,-10,278,307,-9,-133,-42,40,8,34
-23,-17,276,307,-9,-133,-42,40,8,33
-18,-11,281,308,-4,-139,-41,39,7,34
-21,-6,271,308,-4,-139,-41,39,7,31
-24,-1,266,307,-9,-134,-41,39,7,33
-13,-4,279,310,-2,-137,-41,39,9,32
-26,-5,274,310,-2,-137,-41,39,7,33
-22,-6,272,316,-11,-133,-42,40,7,33
-20,-6,280,316,-11,-133,-41,40,9,33
-21,-12,274,304,-10,-129,-41,40,7,35
-22,-5,272,304,-10,-129,-40,39,8,32
-24,-5,277,316,-15,-136,-41,40,8,33
-25,-12,276,311,-3,-139,-42,39,7,33
-19,-7,276,311,-3,-139,-41,39,7,33
-19,-11,263,311,-4,-140,-41,39,8,33
-24,-3,273,311,-4,-140,-41,39,8,33
-19,-2,269,311,-7,-137,-41,41,9,33
-26,-3,273,311,-7,-137,-41,40,6,32
-20,-12,272,311,-4,-137,-41,40,8,33
-19,-11,265,315,-10,-135,-38,39,8,33
-14,-9,263,315,-10,-135,-41,39,7,34
-20,-8,263,314,-15,-134,-42,38,6,33
-20,-4,285,314,-15,-134,-41,38,9,34
-22,-7,271,309,-7,-138,-40,39,8,32
-21,-6,276,309,-7,-138,-42,39,8,33
-24,-4,267,305,-8,-130,-42,40,6,33
-17,-10,280,313,-2,-136,-40,40,9,32
-20,-17,281,313,-2,-136,-41,39,7,34
-21,-13,279,313,-7,-134,-41,39,7,33
-22,-14,276,313,-7,-134,-40,40,6,34
-17,-11,270,311,-6,-138,-41,39,9,33
-18,-3,271,311,-6,-138,-42,39,6,33
-21,-13,278,311,-7,-132,-41,39,8,33
-21,-13,283,315,-2,-139,-41,38,7,32
-25,-19,278,315,-2,-139,-41,39,7,33
-20,-5,269,307,-8,-131,-42,40,7,32
-20,-6,271,307,-8,-131,-42,39,8,33
-23,-8,279,310,-8,-136,-42,39,8,32
-17,-12,269,310,-8,-136,-40,39,7,34
-20,-10,270,313,-14,-133,-42,40,7,34
-20,-18,272,302,-10,-127,-41,39,7,35
-20,-13,273,302,-10,-127,-41,39,10,36
-18,-12,269,307,-8,-129,-40,40,7,32
-21,-4,273,307,-8,-129,-42,40,7,32
-23,-2,268,299,-5,-126,-41,41,7,32
